Via;Numero Civico;Citt…;Provincia;Paese;Id(Field utile solo al fine dell'ordinamento) ;Quartiere;Longitudine(X);Latitudine(Y);StAddr;CAP;Anno Accertamento;Mese Accertamento;Giorno Accertamento;Numero Verbali;Descrizione Sanzione;Descrizione Paragrafo;Descrizione Capitolo;Descrizione Prontuario
Largo Saluzzo;0;Torino;TO;Italia;4271;San Salvario;7.678736517;45.05829186;Largo Saluzzo;10125;2017;10;25;1;ARTT. 232 BIS?255 C. 1?BIS D.TO L.VO 152/06 TUTELA AMBIENTE ? LEX 28/12/2015 N?221;D.TO L.VO 152/06;RIFIUTI DI PRODOTTI DA FUMO;TUTELA AMBIENTE ? LEX 28/12/2015 N?221
Largo Saluzzo;0;Torino;TO;Italia;4294;San Salvario;7.678736517;45.05829186;Largo Saluzzo;10125;2017;10;25;1;ART. 7 C. 1 LETT. Q COMPORTAMENTI VIETATI REGOLAMENTO POLIZIA URBANA;COMPORTAMENTI VIETATI;SICUREZZA AMBIENTALE E IGIENE;REGOLAMENTO POLIZIA URBANA
Largo Saluzzo;30;Torino;TO;Italia;796;San Salvario;7.678698223;45.05836625;Largo Saluzzo 30;10125;2017;2;19;1;ART. 44 BIS C. 1 C. 2 GENERICO REGOLAMENTO POLIZIA URBANA;GENERICO;TUTELA DELLA CONVIVENZA CIVILE;REGOLAMENTO POLIZIA URBANA
Largo Saluzzo;34;Torino;TO;Italia;669;San Salvario;7.678657338;45.05825773;Largo Saluzzo 34;10125;2017;2;14;1;ARTT. 5 C. 2?10 C. 1 RUMORE ESTERNO REGOLAMENTO INQUINAMENTO ACUSTICO;RUMORE ESTERNO;ATTIVITA' RUMOROSE PERMANENTI;REGOLAMENTO INQUINAMENTO ACUSTICO
Largo Saluzzo;36;Torino;TO;Italia;630;San Salvario;7.678673986;45.05824698;Largo Saluzzo 36;10125;2017;2;11;1;ART. 13 C. 2 NON CONFORME REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS;NON CONFORME;OCCUPAZIONE NO SEDIME STRADALE;REGOLAMENTO OCCUPAZIONE SUOLO CON DEHORS
Largo Saluzzo;36;Torino;TO;Italia;778;San Salvario;7.678673986;45.05824698;Largo Saluzzo 36;10125;2017;2;18;2;ART. 18 C. 2 EVASIONE DEL CANONE REGOLAMENTO C.O.S.A.P.;EVASIONE DEL CANONE;OCCUPAZ IONE SPAZI ED AREE PUBBLICHE;REGOLAMENTO C.O.S.A.P.
Largo Saluzzo;36;Torino;TO;Italia;4097;San Salvario;7.678673986;45.05824698;Largo Saluzzo 36;10125;2017;10;17;1;ART. 18 C. 3 IN REL ART. 21 C. 2 PUBBLICITA' DEI PREZZI ATTIVITA' PRODUTTIVE ? L.R. 38/2006;PUBBLICITA' DEI PREZZI;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006
Largo Saluzzo;36;Torino;TO;Italia;4114;San Salvario;7.678673986;45.05824698;Largo Saluzzo 36;10125;2017;10;17;1;ART. 44 BIS C. 1 C. 2 GENERICO REGOLAMENTO POLIZIA URBANA;GENERICO;TUTELA DELLA CONVIVENZA CIVILE;REGOLAMENTO POLIZIA URBANA
Largo Toscana;50;Torino;TO;Italia;4650;Lucento;7.657668053;45.09730276;Largo Toscana 50;10149;2017;11;18;1;ART. 21 C. 2 C. 4 AUTORIZZAZIONE ATTIVITA' PRODUTTIVE ? L.R. 38/2006;AUTORIZZAZIONE;FUNZIONI AUTORIZZ. COMUNALI;ATTIVITA' PRODUTTIVE ? L.R. 38/2006
Largo Toscana;50;Torino;TO;Italia;4866;Lucento;7.657668053;45.09730276;Largo Toscana 50;10149;2017;12;1;2;ART. 11 C. 1 IN REL ART. 5 C. 1 LEGGE REGIONALE 9/2016 VIDEOGIOCHI;LEGGE REGIONALE 9/2016;COLLOCAZIONE APPARECCHI PER GIOCO LECITO;VIDEOGIOCHI
Largo Toscana;50;Torino;TO;Italia;4867;Lucento;7.657668053;45.09730276;Largo Toscana 50;10149;2017;12;1;1;ARTT. 6 C. 1?11 C. 2 LEGGE REGIONALE 9/2016 T.U.L.P.S.;LEGGE REGIONALE 9/2016;VIDEOGIOCHI;T.U.L.P.S.
Largo Toscana;50;Torino;TO;Italia;4868;Lucento;7.657668053;45.09730276;Largo Toscana 50;10149;2017;12;1;1;ARTT. 7 C. 2 ? 5 C. 1 LETT. A L. 584/75 DIVIETO DI FUMARE IN DETERMINATI LOCALI TUTELA AMBIENTE;DIVIETO DI FUMARE IN DETERMINATI LOCALI;SALUTE PUBBLICA;TUTELA AMBIENTE
Largo V. Lancia;58;Torino;TO;Italia;4818;San Paolo;7.638628631;45.06167098;Largo Vincenzo Lancia 58;10141;2017;11;28;2;ARTT. 6 C. 2 C. 6?28 C. 4 IN REL ART. 24 C. 2D.L.vo 507/1993 SUBINGRESSO NELL' AUTORIZZAZIONE REGOLAMENTO C.I.M.P. 2010;SUBINGRESSO NELL' AUTORIZZAZIONE;DISPOSIZIONI GENERALI;REGOLAMENTO C.I.M.P. 2010
Largo Vittorio Emanuele Ii;89;Torino;TO;Italia;4550;Crocetta;7.670178169;45.06548092;Largo Vittorio Emanuele II 89;10128;2017;11;13;1;ARTT. 44 ? 26 TRASPORTO PANE LEGGE 580 DEL 04/07/1967;TRASPORTO PANE;ATTIVITA' DI PANIFICAZIONE;IGIENE/TUTELA ALIMENTI?L. 580/67
Lungo Dora Agrigento;0;Torino;TO;Italia;502;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;2;4;3;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;631;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;2;12;1;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;899;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;2;25;8;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;1141;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;3;11;8;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;1359;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;3;25;3;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;1454;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;4;1;9;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;1541;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;4;8;8;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;1542;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;4;8;3;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;1645;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;4;15;3;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;1909;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;5;6;5;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;2013;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;5;13;8;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;2022;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;5;14;4;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;2130;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;5;20;2;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;2215;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;5;27;6;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;3490;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;9;9;1;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;3494;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;9;10;1;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;3796;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;9;30;2;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;4199;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;10;21;3;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;4416;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;11;4;2;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;4541;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;11;12;1;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;4969;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;12;10;8;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;0;Torino;TO;Italia;5061;Aurora;7.67640825;45.0871695;Lungo Dora Agrigento;10152;2017;12;17;1;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;21;Torino;TO;Italia;4417;Aurora;7.684629718;45.0818073;Lungo Dora Agrigento 21;10152;2017;11;4;3;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;21;Torino;TO;Italia;4542;Aurora;7.684629718;45.0818073;Lungo Dora Agrigento 21;10152;2017;11;12;4;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;77;Torino;TO;Italia;1646;Aurora;7.679393576;45.08532957;Lungo Dora Agrigento 77;10152;2017;4;15;4;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Agrigento;94;Torino;TO;Italia;2701;Aurora;7.684364282;45.0821907;Lungo Dora Agrigento 94;10152;2017;7;3;1;ART. 24 PUNTO 1 OBBLIGO DI RACCOLTA DEIEZIONI SOLIDE REGOLAMENTO TUTELA E BENESSERE ANIMALI;OBBLIGO DI RACCOLTA DEIEZIONI SOLIDE;CANI;REGOLAMENTO TUTELA E BENESSERE ANIMALI
Lungo Dora Firenze;19;Torino;TO;Italia;1689;Aurora;7.688256285;45.08056047;Lungo Dora Firenze 19;10152;2017;4;20;1;ART. 3 C. 5 VARIAZIONI REGOLAMENTO C.O.S.A.P.;VARIAZIONI;AMMINISTRATORI STABILI;REGOLAMENTO C.O.S.A.P.
Lungo Dora Firenze;31;Torino;TO;Italia;1061;Aurora;7.689010274;45.07990745;Lungo Dora Firenze 31;10152;2017;3;7;1;ART. 7 C. 11 IDON. DEI LOCALI E DELLE ATTREZZATURE REGOLAMENTO ACCONCIATORE ED ESTETISTA;IDON. DEI LOCALI E DELLE ATTREZZATURE;IDONEITA' IGIENICO SANITARIA;REGOLAMENTO ACCONCIATORE ED ESTETISTA
Lungo Dora Firenze;31;Torino;TO;Italia;1062;Aurora;7.689010274;45.07990745;Lungo Dora Firenze 31;10152;2017;3;7;1;ARTT. 10?11 ORARIO ESERCIZIO REGOLAMENTO ACCONCIATORE ED ESTETISTA;ORARIO ESERCIZIO;OBBLIGO ESPOSIZIONE;REGOLAMENTO ACCONCIATORE ED ESTETISTA
Lungo Dora Firenze;31;Torino;TO;Italia;1063;Aurora;7.689010274;45.07990745;Lungo Dora Firenze 31;10152;2017;3;7;1;ARTT. 3 C. 2?11 DIRETTORE TECNICO REGOLAMENTO ACCONCIATORE ED ESTETISTA;DIRETTORE TECNICO;REQUISITI PER ESERCITARE L'ATTIVITA';REGOLAMENTO ACCONCIATORE ED ESTETISTA
Lungo Dora Firenze;109;Torino;TO;Italia;4401;Aurora;7.695583208;45.07389242;Lungo Dora Firenze 109;10153;2017;11;3;2;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Firenze;109;Torino;TO;Italia;4433;Aurora;7.695583208;45.07389242;Lungo Dora Firenze 109;10153;2017;11;6;3;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Dora Liguria;44;Torino;TO;Italia;5170;Lucento;7.65255852;45.08983473;Lungo Dora Liguria 44;10143;2017;12;27;1;ARTT. 10 C. 4?47 CONTENITORI PER LA RACCOLTA REGOLAMENTO GESTIONE RIFIUTI URBANI;CONTENITORI PER LA RACCOLTA;OBBLIGHI E DIVIETI;REGOLAMENTO GESTIONE RIFIUTI URBANI
Lungo Dora Napoli;0;Torino;TO;Italia;3024;Aurora;7.681677167;45.08471748;Lungo Dora Napoli;10152;2017;7;25;1;ART. 688 C. P. MANIFESTA UBRIACHEZZA ART. DEPENALIZZATO CODICE PENALE;MANIFESTA UBRIACHEZZA ART. DEPENALIZZATO;COMPORTAMENTO IN LUOGO PUBBLICO;CODICE PENALE
Lungo Dora Napoli;2;Torino;TO;Italia;70;Aurora;7.686187339;45.08184849;Lungo Dora Napoli 2;10152;2017;1;10;1;ART. 252 BIS C. 1 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE
Lungo Dora Napoli;2;Torino;TO;Italia;71;Aurora;7.686187339;45.08184849;Lungo Dora Napoli 2;10152;2017;1;10;1;ART. 6 C. 5 ALL. 2 REG. CEE N› 852/2004 ATTIVITA' PRODUTTIVE D.L.VO N› 193/2007;ALL. 2 REG. CEE N› 852/2004;REQUISITI IN MATERIA D'IGIENE;ATTIVITA' PRODUTTIVE D.L.VO N› 193/2007
Lungo Dora Napoli;2;Torino;TO;Italia;72;Aurora;7.686187339;45.08184849;Lungo Dora Napoli 2;10152;2017;1;10;1;ARTT. 16 C. 1?18 C. 3 VENDITA DI PRODOTTI SFUSI ETICHETTATURA?D.L.vo109/92;VENDITA DI PRODOTTI SFUSI;ETICHETTATURA PRODOTTI ALIMENTARI;ETICHETTATURA?D.L.vo109/92
Lungo Dora Napoli;2;Torino;TO;Italia;73;Aurora;7.686187339;45.08184849;Lungo Dora Napoli 2;10152;2017;1;10;1;ARTT. 17 C. 5?21 C. 2 ORARIO DI APERTURA ATTIVITA' PRODUTTIVE ? L.R. 38/2006;ORARIO DI APERTURA;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006
Lungo Dora Napoli;2;Torino;TO;Italia;74;Aurora;7.686187339;45.08184849;Lungo Dora Napoli 2;10152;2017;1;10;1;ARTT. 7 C. 1?22 C. 1/6 ESERCIZI DI VICINATO ATTIVITA' PRODUTTIVE?D.L.vo 114/98;ESERCIZI DI VICINATO;ESERC. VEND. DETTAGLIO IN SEDE FISSA;ATTIVITA' PRODUTTIVE?D.L.vo 114/98
Lungo Dora Napoli;12;Torino;TO;Italia;2186;Aurora;7.685745805;45.082137;Lungo Dora Napoli 12;10152;2017;5;25;1;ART. 13 C. 6 TENDE SU FACCIATE DI ESERCIZI COMM. REGOLAMENTO POLIZIA URBANA;TENDE SU FACCIATE DI ESERCIZI COMM.;DISP. PART. PER SALVAGUARDIA AMBIENTE;REGOLAMENTO POLIZIA URBANA
Lungo Dora Napoli;16;Torino;TO;Italia;2257;Aurora;7.684572211;45.08287216;Lungo Dora Napoli 16;10152;2017;5;31;1;ART. 21 SANZIONI ATTIVITA' PRODUTTIVE ? L.R. 38/2006;SANZIONI;ESERCIZI DI SOMMINISTRAZIONE;ATTIVITA' PRODUTTIVE ? L.R. 38/2006
Lungo Dora Napoli;16;Torino;TO;Italia;2258;Aurora;7.684572211;45.08287216;Lungo Dora Napoli 16;10152;2017;5;31;1;ART. 252 C. 2 VENDITA ? ESPOSIZIONE ? LAVORAZIONE REGOLAMENTO D'IGIENE;VENDITA ? ESPOSIZIONE ? LAVORAZIONE;PRODOTTI ALIMENTARI;REGOLAMENTO D'IGIENE
Lungo Dora Napoli;16;Torino;TO;Italia;2259;Aurora;7.684572211;45.08287216;Lungo Dora Napoli 16;10152;2017;5;31;3;ART. 6 C. 5 ALL. 2 REG. CEE N› 852/2004 ATTIVITA' PRODUTTIVE D.L.VO N› 193/2007;ALL. 2 REG. CEE N› 852/2004;REQUISITI IN MATERIA D'IGIENE;ATTIVITA' PRODUTTIVE D.L.VO N› 193/2007
Lungo Dora Pietro Colletta;0;Torino;TO;Italia;889;Vanchiglia;7.719738787;45.07701085;Lungo Dora Pietro Colletta;10153;2017;2;24;1;ART. 6 C. 3 DISPOSIZIONI LEGGE 218/2003;DISPOSIZIONI;DOCUMENTO RAPPORTO LAVORO;LEGGE 218/2003
Lungo Dora Savona;0;Torino;TO;Italia;3300;Aurora;7.687981872;45.07981872;Lungo Dora Savona;10152;2017;8;24;1;ART. 21 C. 2 INOSSERVANZA PRESCRIZIONI REGOLAMENTO INQUINAMENTO ACUSTICO;INOSSERVANZA PRESCRIZIONI;CANTIERI STRADALI, EDILI ED ASSIMILABILI;REGOLAMENTO INQUINAMENTO ACUSTICO
Lungo Dora Voghera;26;Torino;TO;Italia;4739;Vanchiglia;7.708779287;45.07474727;Lungo Dora Voghera 26;10153;2017;11;23;1;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Po Alessandro Antonelli;0;Torino;TO;Italia;2938;Vanchiglia;7.725308338;45.07725799;Lungo Po Alessandro Antonelli;10153;2017;7;19;3;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Po Alessandro Antonelli;171;Torino;TO;Italia;2288;Vanchiglia;7.726496464;45.07432223;Lungo Po Alessandro Antonelli 171;10153;2017;6;3;1;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Po Alessandro Antonelli;171;Torino;TO;Italia;4460;Vanchiglia;7.726496464;45.07432223;Lungo Po Alessandro Antonelli 171;10153;2017;11;8;1;ART. 21 PUNTO 2 ACCESSO GIARDINI, PARCHI ED AREE PUBBL. REGOLAMENTO TUTELA E BENESSERE ANIMALI;ACCESSO GIARDINI, PARCHI ED AREE PUBBL.;CANI;REGOLAMENTO TUTELA E BENESSERE ANIMALI
Lungo Po Alessandro Antonelli;171;Torino;TO;Italia;4986;Vanchiglia;7.726496464;45.07432223;Lungo Po Alessandro Antonelli 171;10153;2017;12;12;1;ARTT. 83?80?87 DIVIETO DI CIRC. VEICOLI A MOTORE REGOLAMENTO VERDE PUBBLICO E PRIVATO;DIVIETO DI CIRC. VEICOLI A MOTORE;NORME DI CARATTERE SPECIALE;REGOLAMENTO VERDE PUBBLICO E PRIVATO
Lungo Po Armando Diaz;2;Torino;TO;Italia;797;Centro;7.696018378;45.06351393;Lungo Po Armando Diaz 2;10123;2017;2;19;1;ART. 44 C. 2 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA
Lungo Po Armando Diaz;4;Torino;TO;Italia;798;Centro;7.695761019;45.06331741;Lungo Po Armando Diaz 4;10123;2017;2;19;1;ART. 44 C. 2 SPETTACOLI E TRATTENIMENTI REGOLAMENTO POLIZIA URBANA;SPETTACOLI E TRATTENIMENTI;TUTELA QUIETE PUBBLICA E PRIVATA;REGOLAMENTO POLIZIA URBANA
Lungo Po Luigi Cadorna;1;Torino;TO;Italia;3935;Centro;7.697518706;45.06470405;Lungo Po Luigi Cadorna 1;10124;2017;10;8;2;ART. 44 BIS C. 1 C. 2 GENERICO REGOLAMENTO POLIZIA URBANA;GENERICO;TUTELA DELLA CONVIVENZA CIVILE;REGOLAMENTO POLIZIA URBANA
Lungo Po Luigi Cadorna;1;Torino;TO;Italia;4214;Centro;7.697518706;45.06470405;Lungo Po Luigi Cadorna 1;10124;2017;10;22;1;ART. 44 C. 3 MISURE CONTENITIVE REGOLAMENTO POLIZIA URBANA;MISURE CONTENITIVE;TUTELA TRANQUILLITA' PUBBLICA;REGOLAMENTO POLIZIA URBANA
Lungo Stura Lazio;0;Torino;TO;Italia;1535;Falchera;7.716958195;45.10666964;Lungo Stura Lazio;10156;2017;4;7;1;ARTT. 232 BIS?255 C. 1?BIS D.TO L.VO 152/06 TUTELA AMBIENTE ? LEX 28/12/2015 N›221;D.TO L.VO 152/06;RIFIUTI DI PRODOTTI DA FUMO;TUTELA AMBIENTE ? LEX 28/12/2015 N›221
Parco Cavalieri Di Vittorio Veneto;0;Torino;TO;Italia;280;Santa Rita;7.399052545;45.08028483;Via Cavalieri di Vittorio Veneto;10051;2017;1;23;1;ART. 28 PUNTO 2 DOCUMENTI DA PORTARE AL SEGUITO REGOLAMENTO TUTELA E BENESSERE ANIMALI;DOCUMENTI DA PORTARE AL SEGUITO;CANI;REGOLAMENTO TUTELA E BENESSERE ANIMALI
